0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0.04694862	2.55E-07	0
0.06227843	2.79E-06	0
0.1303413	1.53E-05	0
0.1984042	5.66E-05	0.0078125
0.2553451	0.000158107	0.0078125
0.312286	0.000358985	0.0078125
0.3581327	0.000694305	0.0078125
0.4039794	0.00118454	0.0078125
0.4877587	0.001831264	0.0078125
0.571538	0.002620983	0.0078125
0.7052779	0.003535087	0.0078125
0.8706368	0.004561967	0.0078125
0.879314	0.00570686	0.0078125
0.8879915	0.006988956	0.0078125
0.8598936	0.008421483	0.0078125
0.8317958	0.00999814	0.0078125
0.9634289	0.0117023	0.0078125
1.095062	0.01351797	0.0078125
1.045678	0.01543297	0.0078125
0.9962932	0.01744247	0.0078125
0.8195565	0.01954359	0.0078125
0.6428198	0.02172549	0.0078125
